Name,Mileage,Rating,Review Count,Price
2023 Mercedes-Benz EQS 450+ Base,"7,402 mi.",4.5,344.0,46925.5
2022 Mercedes-Benz GLE 350 Base 4MATIC,"29,361 mi.",0.0,1.0,53900.0
2023 Mercedes-Benz CLA 250 Base 4MATIC,"2,677 mi.",0.0,50.0,43299.0
2023 Mercedes-Benz EQB 250 ,"7,159 mi.",4.8,173.0,44421.0
2016 Mercedes-Benz AMG S AMG S 63 4MATIC,"43,020 mi.",0.0,0.0,51990.0
2020 Mercedes-Benz A-Class A 220,"52,979 mi.",4.0,526.0,26995.0
2023 Mercedes-Benz GLB 250 Base,"4,358 mi.",4.7,244.0,45485.0
2023 Mercedes-Benz EQE 500 Base 4MATIC,"9,649 mi.",4.9,1411.0,65595.0
2023 Mercedes-Benz CLA 250 Base 4MATIC,"3,378 mi.",4.6,696.0,40888.0
2022 Mercedes-Benz C-Class C 300 4MATIC,"10,262 mi.",3.2,98.0,39995.0
2020 Mercedes-Benz GLE 350 Base,"44,582 mi.",2.9,70.0,37872.0
2021 Mercedes-Benz C-Class C 300 4MATIC,"36,415 mi.",3.2,98.0,29495.0
2018 Mercedes-Benz AMG GLE 43 ,"37,441 mi.",0.0,8.0,41990.0
2023 Mercedes-Benz AMG GLA 45 Base,"2,974 mi.",4.0,3563.0,53275.0
2023 Mercedes-Benz S-Class S 580 4MATIC,"21,568 mi.",4.6,417.0,104357.0
2024 Mercedes-Benz CLA 250 Base 4MATIC,"2,731 mi.",4.6,696.0,48888.0
2022 Mercedes-Benz AMG GLE 53 Base,"22,991 mi.",4.3,1491.0,80239.0
2021 Mercedes-Benz C-Class C 300 4MATIC,"11,164 mi.",3.2,98.0,32795.0
2023 Mercedes-Benz GLA 250 Base 4MATIC,"4,466 mi.",4.4,295.0,38866.0
2023 Mercedes-Benz GLB 250 Base 4MATIC,"4,740 mi.",4.9,2166.0,45553.0
2020 Mercedes-Benz AMG GLC 43 Base 4MATIC,"27,480 mi.",4.3,159.0,48487.0
2023 Mercedes-Benz CLA 250 Base 4MATIC,"9,535 mi.",0.0,50.0,44699.0
2023 Mercedes-Benz AMG GLC 43 Base 4MATIC,"2,220 mi.",4.8,899.0,69459.0
2023 Mercedes-Benz GLB 250 Base 4MATIC,"5,340 mi.",4.2,862.0,39577.0
2023 Mercedes-Benz EQB 300 Base 4MATIC,"1,905 mi.",4.7,2308.0,49777.0
2023 Mercedes-Benz EQB 350 Base 4MATIC,"4,188 mi.",4.8,1001.0,52627.0
2023 Mercedes-Benz GLE 350 4MATIC,"15,146 mi.",0.0,79.0,61880.0
2022 Mercedes-Benz C-Class C 300,"17,261 mi.",4.5,344.0,52500.0
2023 Mercedes-Benz CLA 250 Base 4MATIC,"10,342 mi.",4.3,112.0,36998.0
2022 Mercedes-Benz GLE 350 Base 4MATIC,"17,770 mi.",4.2,7.0,57981.0
2024 Mercedes-Benz CLA 250 Base 4MATIC,"1,713 mi.",4.6,696.0,50515.0
2020 Mercedes-Benz GLC 300 Base 4MATIC,"30,982 mi.",3.2,98.0,31695.0
2021 Mercedes-Benz S-Class S 580 4MATIC,"25,842 mi.",4.5,344.0,85991.0
2022 Mercedes-Benz GLC 300 ,"8,823 mi.",0.0,0.0,38000.0
2023 Mercedes-Benz AMG EQE Base,"3,132 mi.",4.6,1018.0,77586.0
2021 Mercedes-Benz E-Class E 450,"37,971 mi.",4.9,977.0,56900.0
2021 Mercedes-Benz A-Class A 220 4MATIC,"29,636 mi.",3.9,1800.0,30900.0
2020 Mercedes-Benz GLB 250 ,"26,172 mi.",0.0,47.0,30877.0
2023 Mercedes-Benz EQE 350+ Base,"6,379 mi.",4.5,344.0,66888.0
2023 Mercedes-Benz EQB 250 Base,"2,100 mi.",4.8,1291.0,48000.0
2023 Mercedes-Benz EQB 350 Base 4MATIC,"3,755 mi.",4.5,1684.0,57995.0
2023 Mercedes-Benz GLB 250 Base 4MATIC,"9,176 mi.",4.4,295.0,42989.0
2024 Mercedes-Benz C-Class C 300 4MATIC,"3,275 mi.",4.6,696.0,55123.0
2023 Mercedes-Benz GLA 250 Base,"15,103 mi.",4.8,899.0,37893.0
2020 Mercedes-Benz AMG GT 53 Base,"31,372 mi.",4.7,449.0,69500.0
2023 Mercedes-Benz EQB 250 Base,"1,225 mi.",4.8,1291.0,45500.0
2023 Mercedes-Benz C-Class C 300 4MATIC,"5,355 mi.",0.0,12.0,44500.0
2023 Mercedes-Benz EQB 350 ,"5,837 mi.",0.0,0.0,55989.0
2018 Mercedes-Benz AMG GLE 63 ,"32,031 mi.",0.0,0.0,57495.0
2020 Mercedes-Benz GLC 300 Base,"46,006 mi.",4.4,79.0,31777.0
2023 Mercedes-Benz CLA 250 Base 4MATIC,"2,418 mi.",4.6,696.0,40888.0
2023 Mercedes-Benz GLB 250 Base 4MATIC,"3,484 mi.",3.9,1800.0,45900.0
2022 Mercedes-Benz EQB 350 Base 4MATIC,"7,556 mi.",4.2,821.0,36900.0
2023 Mercedes-Benz GLC 300 Base,"5,156 mi.",4.7,2891.0,49997.0
2023 Mercedes-Benz EQB 250 Base,"4,855 mi.",4.6,1171.0,44998.0
2023 Mercedes-Benz EQS 450 Base 4MATIC,"10,495 mi.",0.0,12.0,90000.0
2023 Mercedes-Benz C-Class C 300 4MATIC,"4,885 mi.",4.7,2891.0,49988.0
2023 Mercedes-Benz GLS 450 4MATIC,"21,574 mi.",0.0,9.0,81494.0
2022 Mercedes-Benz GLC 300 Base 4MATIC,"16,411 mi.",0.0,236.0,41988.0
2023 Mercedes-Benz E-Class E 350,"4,501 mi.",4.9,2166.0,56001.0
2023 Mercedes-Benz EQB 250 Base,"1,774 mi.",4.8,1291.0,45900.0
2016 Mercedes-Benz AMG GT AMG GT S,"33,425 mi.",5.0,98.0,77898.0
2023 Mercedes-Benz GLA 250 Base,"13,087 mi.",4.8,899.0,37983.0
2020 Mercedes-Benz S-Class S 560 4MATIC,"22,738 mi.",4.6,348.0,65466.0
2021 Mercedes-Benz AMG GLS 63 Base 4MATIC,"11,937 mi.",4.4,1838.0,97888.0
2023 Mercedes-Benz GLB 250 Base,"17,569 mi.",4.9,1411.0,47950.0
2020 Mercedes-Benz GLB 250 Base 4MATIC,"19,950 mi.",0.0,2.0,38746.0
2016 Mercedes-Benz GLC-Class GLC 300,"80,087 mi.",4.5,819.0,19498.0
2023 Mercedes-Benz EQE 350+ Base,"3,604 mi.",5.0,1502.0,72992.0
2023 Mercedes-Benz GLC 300 4MATIC Coupe,"15,006 mi.",4.7,29.0,55650.0
2024 Mercedes-Benz C-Class C 300,"4,021 mi.",4.6,348.0,52990.0
2023 Mercedes-Benz EQS 450 Base 4MATIC,"1,844 mi.",4.0,3563.0,99495.0
2023 Mercedes-Benz CLA 250 Base 4MATIC,"4,964 mi.",3.2,98.0,39495.0
2023 Mercedes-Benz CLA 250 Base 4MATIC,"9,080 mi.",4.0,147.0,38900.0
2018 Mercedes-Benz GLS 550 ,"63,281 mi.",4.9,268.0,41874.0
2023 Mercedes-Benz EQE 350 350+ Sedan,"7,747 mi.",4.0,526.0,64777.0
2023 Mercedes-Benz EQB 250 Base,"7,881 mi.",4.5,344.0,39975.0
2023 Mercedes-Benz EQE 350 Base 4MATIC,"5,034 mi.",4.7,316.0,68910.0
2023 Mercedes-Benz GLC 300 Base,"8,362 mi.",4.6,1915.0,50777.0
2018 Mercedes-Benz GLC 350e Base 4MATIC,"73,750 mi.",4.5,2057.0,22992.0
2023 Mercedes-Benz E-Class E 350,"6,173 mi.",4.9,2166.0,58441.0
2022 Mercedes-Benz AMG EQS Base,"4,727 mi.",4.3,1491.0,84614.0
2023 Mercedes-Benz C-Class C 300 4MATIC,"9,743 mi.",4.9,65.0,44810.0
2023 Mercedes-Benz C-Class C 300,"8,942 mi.",4.5,344.0,45988.0
2023 Mercedes-Benz EQB 250 Base,"5,889 mi.",4.7,1372.0,43900.0
2021 Mercedes-Benz E-Class E 350 4MATIC,"29,110 mi.",4.6,1915.0,37978.0
2022 Mercedes-Benz AMG GLA 35 Base,"6,409 mi.",3.6,1405.0,43991.0
2023 Mercedes-Benz GLE 350 Base 4MATIC,"12,481 mi.",4.9,2501.0,62706.0
2021 Mercedes-Benz C-Class C 300,"33,072 mi.",4.8,2002.0,29933.0
2023 Mercedes-Benz E-Class E 63 AMG 4MATIC,"1,099 mi.",3.9,1800.0,164900.0
2019 Mercedes-Benz AMG GLC 43 Base 4MATIC,"58,162 mi.",0.0,12.0,32000.0
2023 Mercedes-Benz AMG GLB 35 Base,"9,999 mi.",4.4,1231.0,55984.0
2023 Mercedes-Benz EQE 500 4MATIC+,"9,885 mi.",4.0,526.0,77400.0
2023 Mercedes-Benz EQB 350 Base 4MATIC,"3,500 mi.",4.7,2308.0,55777.0
2023 Mercedes-Benz AMG SL 63 Base,"2,157 mi.",4.7,662.0,159565.0
2019 Mercedes-Benz SL 450 Base,"50,518 mi.",4.7,557.0,52751.0
2023 Mercedes-Benz GLA 250 Base 4MATIC,"4,131 mi.",0.0,12.0,42000.0
2023 Mercedes-Benz GLA 250 Base,"9,693 mi.",0.0,234.0,37994.0
2021 Mercedes-Benz C-Class C 300 4MATIC,"27,317 mi.",4.6,827.0,33967.0
2023 Mercedes-Benz CLA 250 Base 4MATIC,"4,497 mi.",3.9,1800.0,43900.0
2023 Mercedes-Benz AMG CLA 35 Base 4MATIC,"15,009 mi.",4.7,2931.0,46789.0
2023 Mercedes-Benz GLC 300 Base 4MATIC,"8,025 mi.",0.0,12.0,55184.0
2023 Mercedes-Benz EQB 250 ,"2,621 mi.",0.0,50.0,53899.0
2020 Mercedes-Benz GLS 450 Base 4MATIC,"42,980 mi.",4.4,2986.0,49990.0
2020 Mercedes-Benz GLE 350 Base 4MATIC,"58,175 mi.",3.9,1800.0,36900.0
2021 Mercedes-Benz C-Class C 300,"35,276 mi.",0.0,64.0,30752.0
2022 Mercedes-Benz S-Class S 580 4MATIC,"28,960 mi.",4.6,827.0,95879.0
2020 Mercedes-Benz GLC 300 Base 4MATIC,"28,137 mi.",4.5,450.0,33695.0
2023 Mercedes-Benz EQB 300 Base 4MATIC,"3,095 mi.",4.7,2308.0,49777.0
2021 Mercedes-Benz GLE 350 Base 4MATIC,"31,593 mi.",4.9,2501.0,45968.0
2022 Mercedes-Benz GLE 350 Base,"34,539 mi.",0.0,0.0,53489.0
2023 Mercedes-Benz GLB 250 Base 4MATIC,"2,900 mi.",3.9,1800.0,45900.0
2023 Mercedes-Benz E-Class E 350,"4,928 mi.",4.9,848.0,55651.0
2024 Mercedes-Benz C-Class C 300 4MATIC,"4,850 mi.",4.9,274.0,54495.0
2020 Mercedes-Benz S-Class S 560,"48,750 mi.",0.0,150.0,55803.0
2021 Mercedes-Benz C-Class C 300,"18,164 mi.",4.6,827.0,32989.0
2020 Mercedes-Benz GLB 250 Base 4MATIC,"40,746 mi.",4.9,2054.0,29816.0
2020 Mercedes-Benz AMG GLC 43 Base 4MATIC,"71,722 mi.",4.6,122.0,41998.0
2023 Mercedes-Benz E-Class E 350 4MATIC,"2,662 mi.",4.4,295.0,58199.0
2019 Mercedes-Benz GLS 450 Base 4MATIC,"36,725 mi.",4.0,377.0,40995.0
2023 Mercedes-Benz EQS 450+ Base,"3,750 mi.",4.5,344.0,90988.0
2021 Mercedes-Benz AMG GLS 63 Base 4MATIC,"20,719 mi.",4.6,1089.0,96838.0
2021 Mercedes-Benz E-Class E 350,"25,952 mi.",4.6,1018.0,41488.0
2023 Mercedes-Benz GLE 350 ,"9,306 mi.",4.2,7.0,62981.0
2020 Mercedes-Benz C-Class 4MATIC,"25,068 mi.",4.7,110.0,30999.0
2024 Mercedes-Benz GLS 450 4MATIC,"4,162 mi.",4.9,4585.0,90000.0
2023 Mercedes-Benz GLB 250 Base 4MATIC,"2,283 mi.",4.2,862.0,42777.0
2020 Mercedes-Benz GLS 450 Base 4MATIC,"88,269 mi.",4.8,894.0,44162.0
2023 Mercedes-Benz GLB 250 Base,"6,675 mi.",4.7,192.0,46401.0
2024 Mercedes-Benz C-Class C 300 4MATIC,"2,405 mi.",4.6,696.0,55117.0
2020 Mercedes-Benz GLS 450 Base 4MATIC,"44,755 mi.",0.0,2.0,59000.0
2023 Mercedes-Benz GLB 250 Base 4MATIC,"8,032 mi.",4.9,4585.0,42300.0
2020 Mercedes-Benz GLA 250 Base 4MATIC,"25,880 mi.",3.2,157.0,28481.0
2023 Mercedes-Benz S-Class S 500 4MATIC,"7,464 mi.",4.5,344.0,101888.0
2019 Mercedes-Benz CLS 450 Base,"34,539 mi.",4.0,526.0,43895.0
2023 Mercedes-Benz GLB 250 Base 4MATIC,"4,108 mi.",3.9,1800.0,46900.0
2023 Mercedes-Benz CLA 250 Base 4MATIC,"7,325 mi.",3.2,157.0,46411.0
2021 Mercedes-Benz GLC 300 Base,"23,533 mi.",0.0,418.0,36633.0
2021 Mercedes-Benz AMG GLE 63 S-Model 4MATIC,"49,497 mi.",4.8,823.0,76900.0
2023 Mercedes-Benz AMG GLB 35 Base,"6,715 mi.",4.7,1424.0,56777.0
2023 Mercedes-Benz AMG G 63 4MATIC,"2,971 mi.",4.7,662.0,219805.0
2021 Mercedes-Benz CLA 250 Base 4MATIC,"26,166 mi.",4.9,2501.0,32337.0
2023 Mercedes-Benz CLA 250 Base,"2,296 mi.",4.2,568.0,42989.0
2023 Mercedes-Benz EQS 450+ 450,"15,246 mi.",4.5,1334.0,66888.0
2024 Mercedes-Benz C-Class C 300 4MATIC,"3,008 mi.",4.6,696.0,55101.0
2023 Mercedes-Benz EQS 450 Base 4MATIC,"7,483 mi.",4.9,2783.0,110084.0
2021 Mercedes-Benz GLA 250 Base 4MATIC,"45,637 mi.",4.6,3258.0,30653.0
2023 Mercedes-Benz C-Class C 300 4MATIC,"6,118 mi.",4.9,274.0,47495.0
2021 Mercedes-Benz CLA 250 Base,"33,160 mi.",4.9,2501.0,30775.0
2023 Mercedes-Benz CLA 250 ,"1,317 mi.",0.0,50.0,46999.0
2023 Mercedes-Benz EQS 580 Base 4MATIC,"9,707 mi.",0.0,236.0,109990.0
2023 Mercedes-Benz C-Class C 300,"6,844 mi.",4.5,344.0,44788.0
2023 Mercedes-Benz E-Class E 350 4MATIC,"4,238 mi.",0.0,12.0,66205.0
2020 Mercedes-Benz CLA 250 Base,"37,076 mi.",3.8,146.0,28395.0
2016 Mercedes-Benz GLA-Class GLA 250 4MATIC,"94,804 mi.",4.9,2350.0,16998.0
2022 Mercedes-Benz GLB 250 Base 4MATIC,"12,439 mi.",4.6,696.0,40670.0
2020 Mercedes-Benz C-Class C 300 4MATIC,"35,902 mi.",4.8,184.0,27904.0
2020 Mercedes-Benz GLE 450 Base,"56,407 mi.",4.6,827.0,44963.0
2024 Mercedes-Benz GLC 300 Base 4MATIC,"4,873 mi.",4.7,192.0,55904.0
2022 Mercedes-Benz GLE 350 Base 4MATIC,"17,600 mi.",4.5,2465.0,50988.0
2020 Mercedes-Benz GLS 580 Base 4MATIC,"70,749 mi.",4.7,1372.0,54900.0
2024 Mercedes-Benz GLE 450 4MATIC,"3,426 mi.",4.2,821.0,67800.0
2023 Mercedes-Benz C-Class C 300,"3,809 mi.",4.5,344.0,47888.0
2023 Mercedes-Benz GLE 350 Base,"22,339 mi.",4.7,2931.0,55936.0
2023 Mercedes-Benz AMG G 63 4MATIC,"5,577 mi.",4.9,1411.0,221994.0
2021 Mercedes-Benz C-Class C 300 4MATIC,"37,437 mi.",4.8,1539.0,30423.0
2022 Mercedes-Benz C-Class ,"15,578 mi.",4.2,7.0,43981.0
2023 Mercedes-Benz GLB 250 Base 4MATIC,"4,861 mi.",4.9,274.0,42495.0
2023 Mercedes-Benz EQE 350 Base 4MATIC,"2,152 mi.",4.6,348.0,69999.0
2023 Mercedes-Benz GLB 250 Base,"9,152 mi.",4.3,419.0,44997.0
2024 Mercedes-Benz AMG G 63 4MATIC,114 mi.,4.7,662.0,229654.0
2023 Mercedes-Benz C-Class Sedan,"10,120 mi.",4.8,902.0,42787.0
2021 Mercedes-Benz GLE 350 Base,"31,943 mi.",4.8,969.0,46987.0
2022 Mercedes-Benz GLC 300 Base 4MATIC,"16,061 mi.",4.3,83.0,39490.0
2021 Mercedes-Benz GLC 300 Base 4MATIC,"44,092 mi.",0.0,1.0,33600.0
2023 Mercedes-Benz GLB 250 Base,"5,368 mi.",4.7,192.0,47605.0
2022 Mercedes-Benz A-Class A 220,"14,859 mi.",4.0,3563.0,28725.0
2023 Mercedes-Benz C-Class C 300 4MATIC,"1,449 mi.",4.8,186.0,44990.0
2021 Mercedes-Benz GLC 300 Base 4MATIC,"39,345 mi.",4.7,2308.0,28995.0
2020 Mercedes-Benz GLC 300 Base 4MATIC,"27,775 mi.",4.7,2308.0,33395.0
2020 Mercedes-Benz GLE 350 Base 4MATIC,"41,721 mi.",4.6,5510.0,40952.0
2021 Mercedes-Benz E-Class E 450 4MATIC,"25,609 mi.",4.8,752.0,48988.0
2020 Mercedes-Benz AMG GLC 43 Base 4MATIC,"31,217 mi.",0.0,543.0,43991.0
2020 Mercedes-Benz GLA 250 Base 4MATIC,"31,191 mi.",0.0,0.0,25999.0
2023 Mercedes-Benz EQE 500 4MATIC+,"8,284 mi.",4.0,526.0,84800.0
2023 Mercedes-Benz EQB 300 Base 4MATIC,"5,755 mi.",4.5,344.0,52888.0
2023 Mercedes-Benz EQB 300 Base 4MATIC,"10,632 mi.",4.3,419.0,41997.0
2020 Mercedes-Benz Sprinter 2500 Standard Roof,"5,819 mi.",4.7,662.0,56156.0
2021 Mercedes-Benz E-Class ,"20,947 mi.",4.5,401.0,46685.0
2020 Mercedes-Benz GLS 450 Base 4MATIC,"45,089 mi.",3.9,1800.0,50900.0
2019 Mercedes-Benz CLS 450 Base 4MATIC,"21,020 mi.",4.5,991.0,46206.0
2024 Mercedes-Benz GLE 350 Base 4MATIC,"7,860 mi.",4.2,568.0,69989.0
2023 Mercedes-Benz Maybach GLS 600 4MATIC,"11,347 mi.",4.8,1291.0,154200.0
2023 Mercedes-Benz GLB 250 ,"3,410 mi.",4.9,911.0,38954.0
2023 Mercedes-Benz EQS 450+ 450,"6,795 mi.",4.5,1334.0,67399.0
2021 Mercedes-Benz GLC 300 Base,"29,598 mi.",4.8,2468.0,34984.0
2024 Mercedes-Benz CLA 250 Base 4MATIC,"1,866 mi.",4.6,696.0,50257.0
2022 Mercedes-Benz E-Class E 350,"12,143 mi.",0.0,64.0,47346.0
2020 Mercedes-Benz GLS 450 Base 4MATIC,"37,282 mi.",4.9,2118.0,56900.0
2023 Mercedes-Benz EQB 250 Base,"4,705 mi.",4.9,2166.0,55444.0
2021 Mercedes-Benz AMG GT 43 Base,"24,686 mi.",3.0,33.0,73870.0
2024 Mercedes-Benz GLE 450 Plug-In Hybrid Base 4MATIC,"4,354 mi.",3.9,1800.0,78900.0
2023 Mercedes-Benz GLB 250 Base 4MATIC,"2,885 mi.",4.4,2963.0,42888.0
2021 Mercedes-Benz GLE 580 AWD 4MATIC,"41,695 mi.",0.0,6.0,57980.0
2023 Mercedes-Benz E-Class E 350,"7,337 mi.",4.9,2166.0,58883.0
2023 Mercedes-Benz CLA 250 Base 4MATIC,"4,950 mi.",4.6,1171.0,38350.0
2021 Mercedes-Benz E-Class E 350 4MATIC,"24,221 mi.",3.9,1800.0,42900.0
2019 Mercedes-Benz GLS 450 Base 4MATIC,"59,951 mi.",4.8,894.0,35918.0
2023 Mercedes-Benz E-Class E 450,"8,574 mi.",4.3,1491.0,65712.0
2021 Mercedes-Benz S-Class S 580 4MATIC,"19,684 mi.",4.8,5398.0,81891.0
2021 Mercedes-Benz E-Class E 350 4MATIC,"14,690 mi.",4.8,4576.0,43888.0
2023 Mercedes-Benz EQE 350+ Base,"9,055 mi.",4.6,1915.0,73777.0
2023 Mercedes-Benz C-Class C 300 4MATIC,"3,399 mi.",0.0,0.0,49995.0
2023 Mercedes-Benz EQS 450+ Base,"9,551 mi.",4.8,2002.0,78933.0
2023 Mercedes-Benz GLB 250 Base,"9,966 mi.",4.7,192.0,45305.0
2023 Mercedes-Benz GLB 250 Base 4MATIC,"7,479 mi.",4.8,1291.0,41500.0
2023 Mercedes-Benz GLC 300 Base 4MATIC,"6,847 mi.",4.6,716.0,48474.0
2018 Mercedes-Benz AMG GLE 43 Base 4MATIC,"74,871 mi.",4.9,2166.0,31991.0
2019 Mercedes-Benz A-Class A 220 4MATIC,"50,080 mi.",4.8,184.0,24400.0
2022 Mercedes-Benz AMG GLC 43 Base 4MATIC,"14,102 mi.",0.0,2.0,54900.0
2023 Mercedes-Benz EQS 450+ Base,"6,106 mi.",4.5,608.0,78499.0
2024 Mercedes-Benz S-Class S 580 4MATIC,"6,802 mi.",4.7,1239.0,129999.0
2022 Mercedes-Benz C-Class C 300 4MATIC,"32,761 mi.",0.0,9.0,37494.0
2023 Mercedes-Benz E-Class E 350,"2,873 mi.",4.9,1405.0,53658.0
2021 Mercedes-Benz CLS 450 Base 4MATIC,"14,655 mi.",4.0,147.0,55800.0
2022 Mercedes-Benz CLA 250 Base 4MATIC,"10,489 mi.",0.0,69.0,34537.0
2023 Mercedes-Benz E-Class E 350 4MATIC,"5,879 mi.",4.4,925.0,57441.0
2023 Mercedes-Benz GLB 250 Base 4MATIC,"4,205 mi.",4.4,79.0,45988.0
2023 Mercedes-Benz GLB 250 Base,"14,045 mi.",5.0,2881.0,43498.0
2023 Mercedes-Benz AMG GLE 63 S,"4,713 mi.",4.7,1239.0,112999.0
2023 Mercedes-Benz C-Class 4MATIC Coupe,"6,135 mi.",4.8,527.0,44000.0
2024 Mercedes-Benz GLC 300 Base 4MATIC,"3,272 mi.",4.8,527.0,52000.0
2017 Mercedes-Benz GLS 450 Base 4MATIC,"89,782 mi.",4.8,5398.0,25894.0
2020 Mercedes-Benz GLB 250 Base 4MATIC,"48,699 mi.",4.9,274.0,26995.0
2023 Mercedes-Benz GLB 250 Base,"3,540 mi.",4.7,192.0,47203.0
2023 Mercedes-Benz EQS 450 ,"6,255 mi.",4.8,1758.0,83982.0
2023 Mercedes-Benz GLA 250 Base 4MATIC,"5,720 mi.",4.4,1870.0,42681.0
2020 Mercedes-Benz E-Class E 350,"39,275 mi.",0.0,64.0,34726.0
2019 Mercedes-Benz AMG CLS 53 S-Model 4MATIC,"52,846 mi.",4.5,97.0,49491.0
2023 Mercedes-Benz EQB 250 Base,"2,070 mi.",4.9,2166.0,46444.0
2016 Mercedes-Benz AMG GLE AMG GLE 63 S Coupe 4MATIC,"72,710 mi.",3.5,474.0,45677.0
2023 Mercedes-Benz Sprinter 2500 M2CV4G,103 mi.,0.0,1.0,49000.0
2020 Mercedes-Benz GLB 250 Base 4MATIC,"74,318 mi.",4.5,991.0,26497.0
2021 Mercedes-Benz AMG GLA 35 4MATIC,"13,834 mi.",4.5,1334.0,38599.0
2023 Mercedes-Benz GLB 250 Base 4MATIC,"9,092 mi.",4.5,991.0,42574.0
2024 Mercedes-Benz C-Class C 300,"2,477 mi.",4.0,526.0,58999.0
2020 Mercedes-Benz GLA 250 Base 4MATIC,"25,819 mi.",4.6,1847.0,27500.0
2023 Mercedes-Benz GLB 250 Base,"5,044 mi.",4.7,192.0,47305.0
2023 Mercedes-Benz CLA 250 Base 4MATIC,"8,901 mi.",0.0,0.0,40999.0
2023 Mercedes-Benz C-Class C 300,"5,003 mi.",4.9,2166.0,47882.0
2020 Mercedes-Benz GLC 300 Base 4MATIC,"32,322 mi.",4.6,1171.0,30998.0
2023 Mercedes-Benz GLB 250 Base,"8,086 mi.",4.7,192.0,47308.0
2022 Mercedes-Benz GLE 350 Base 4MATIC,"37,100 mi.",4.5,919.0,48306.0
2020 Mercedes-Benz AMG GT 53 ,"29,129 mi.",2.7,59.0,69800.0
2022 Mercedes-Benz GLA 250 Base 4MATIC,"30,883 mi.",4.3,112.0,32140.0
2023 Mercedes-Benz EQE 350 Base 4MATIC+,"9,642 mi.",3.6,59.0,57899.0
2021 Mercedes-Benz GLB 250 Base 4MATIC,"22,386 mi.",4.6,5510.0,35922.0
2023 Mercedes-Benz GLB 250 Base,"9,105 mi.",4.7,192.0,47509.0
2021 Mercedes-Benz A-Class A 220,"21,902 mi.",5.0,1502.0,30991.0
2022 Mercedes-Benz GLS 450 4MATIC,"18,577 mi.",4.8,4576.0,71888.0
2023 Mercedes-Benz GLB 250 Base 4MATIC,"2,625 mi.",4.6,122.0,45998.0
2019 Mercedes-Benz GLS 450 Base 4MATIC,"60,634 mi.",4.3,1491.0,34377.0
2023 Mercedes-Benz E-Class 4MATIC,"2,977 mi.",4.7,192.0,64502.0
2024 Mercedes-Benz AMG GLE 63 S,"1,587 mi.",0.0,79.0,125880.0
2023 Mercedes-Benz AMG GLC 43 Base 4MATIC,"5,157 mi.",0.0,0.0,68500.0
2022 Mercedes-Benz GLE 450 4MATIC,"56,236 mi.",4.5,344.0,54811.0
2019 Mercedes-Benz AMG E 53 Base 4MATIC,"27,411 mi.",0.0,0.0,44499.0
2024 Mercedes-Benz GLC 300 Base 4MATIC,"5,702 mi.",4.1,522.0,52660.0
2024 Mercedes-Benz C-Class C 300 4MATIC,"3,505 mi.",4.6,1246.0,50977.0
2021 Mercedes-Benz A-Class A 220 4MATIC,"35,781 mi.",4.2,821.0,28795.0
2021 Mercedes-Benz E-Class E 350,"45,067 mi.",4.9,848.0,39154.0
2023 Mercedes-Benz AMG GLS 63 Base,"11,600 mi.",4.6,1847.0,139250.0
2021 Mercedes-Benz GLE 350 Base 4MATIC,"53,616 mi.",4.5,501.0,39491.0
2023 Mercedes-Benz CLA 250 Base,"9,983 mi.",4.5,2465.0,36988.0
2023 Mercedes-Benz E-Class E 450,"4,818 mi.",4.3,1491.0,83824.0
2023 Mercedes-Benz GLB 250 Base,"2,990 mi.",0.0,689.0,42991.0
2022 Mercedes-Benz GLE 350 Base,"25,583 mi.",4.6,76.0,48994.0
2023 Mercedes-Benz CLA 250 Base 4MATIC,"4,594 mi.",4.4,297.0,42487.0
2016 Mercedes-Benz S-Class S 550 4MATIC,"71,732 mi.",4.5,991.0,33877.0
2020 Mercedes-Benz A-Class A 220 4MATIC,"20,805 mi.",4.5,344.0,28475.0
2022 Mercedes-Benz GLC 300 Base 4MATIC,"10,778 mi.",4.6,716.0,41940.0
2023 Mercedes-Benz C-Class C 300,"7,485 mi.",4.7,611.0,47893.0
2023 Mercedes-Benz GLC 300 Base 4MATIC,"8,256 mi.",4.9,4585.0,49700.0
2023 Mercedes-Benz E-Class E 350 4MATIC,"5,727 mi.",4.4,295.0,55835.0
2021 Mercedes-Benz GLC 300 Base,"22,540 mi.",4.7,2891.0,38000.0
2020 Mercedes-Benz GLB 250 Base,"25,632 mi.",4.0,3563.0,29625.0
2021 Mercedes-Benz C-Class C 300 4MATIC,"39,241 mi.",4.7,557.0,33937.0
2022 Mercedes-Benz EQB 350 Base 4MATIC,"7,719 mi.",0.0,599.0,38444.0
2023 Mercedes-Benz E-Class E 450,"11,270 mi.",4.3,1491.0,62756.0
2021 Mercedes-Benz GLA 250 Base 4MATIC,"27,613 mi.",4.3,443.0,29250.0
2020 Mercedes-Benz GLC 300 ,"49,400 mi.",0.0,5.0,32997.0
2021 Mercedes-Benz GLS 580 Base 4MATIC,"38,351 mi.",4.8,5398.0,67890.0
2021 Mercedes-Benz E-Class 4MATIC,"17,120 mi.",4.0,526.0,51000.0
2023 Mercedes-Benz EQB 250 Base,"2,475 mi.",4.9,2783.0,53484.0
2021 Mercedes-Benz GLC 300 Base 4MATIC,"34,708 mi.",4.6,716.0,35598.0
2023 Mercedes-Benz AMG CLA 35 4MATIC,"9,665 mi.",0.0,97.0,53148.0
2017 Mercedes-Benz AMG G 63 Base,"88,180 mi.",4.5,819.0,68998.0
